Name,Private,Apps,Top10perc,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Top10perc_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Private_encoded,Apps_transformed_scaled,Top10perc_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Private_encoded_scaled
Centenary College of Louisiana,Yes,495,35,44,8950,3490,600,1900,86.0,11.3,25,9685,66,4.9929210090952365,5.799255636304826,4.588789834932753,63.20338602566231,9.932527964405688,10.11697185129063,52599.33115919693,5.563890873647727,7.666103609271758,1.8311277209534031,87.67676767676768,Medium,1,-1.156367382585749,0.6270233788095004,-1.1623087972167596,-0.2574130404925574,0.4496014388117547,0.956752752058499,0.8746535950171559,-0.6789541283407586,0.31770887154146105,0.35435151159408024,0.883209655142301,0.6125530498969481
Center for Creative Studies,Yes,601,1,323,11230,6643,2340,620,8.0,6.8,4,13025,47,5.115593064922806,0.0,7.791223435813419,68.55641484199367,13.322674362028827,8.236635974558327,15728.264539588916,3.6429931842420715,2.3994070378288304,1.8330132535472596,65.89018302828619,Medium,1,-0.9593874737028972,-3.3612688093227097,-0.026962778119205975,0.31732516147642065,6.0530181682508815,-1.3372646172018097,-1.4375163915219222,-2.036203154870672,-1.9198799308640517,1.019285697495923,-0.598777901514958,0.6125530498969481
Central College,Yes,1283,31,40,10938,3660,650,600,76.0,13.5,29,8444,67,5.578762138195142,5.502386904592119,4.4509128311633575,67.913366826272,10.115893212874479,8.183897511239495,49659.49561114865,6.39057276021811,8.344048523822103,1.8301471086164505,86.74980514419329,Medium,1,-0.21565654627162323,0.42285937607467217,-1.211189781762898,0.24828307838356609,0.7526774067369608,-1.4016057556008417,0.6902976719925955,-0.09484535878691201,0.605737985971725,0.0085379902147928,0.820154937712853,0.6125530498969481
Central Connecticut State University,No,4158,6,3881,5962,4444,500,985,69.0,16.7,4,4900,49,6.248221283066764,2.2733446825640704,12.779124644607467,54.60211771530045,9.521846755027648,8.995028172531686,28713.47007719424,7.504643909305106,2.3994070378288304,1.8254494469720228,60.89466089466089,Low,0,0.8593234112091819,-1.7978331880954055,1.7413779548467743,-1.1809047034307898,-0.2291946039516519,-0.41202307052356546,-0.6232192944825511,0.6923240937679691,-1.9198799308640517,-1.6480951708121516,-0.9385880076186984,-1.6325116659989423
Central Missouri State University,No,4681,10,1596,4620,3288,300,2250,69.0,19.7,4,5501,50,6.312554011619514,3.13661398758166,10.854203033465208,49.78420260215765,8.421257384519414,10.414659937032676,36487.79557571775,8.475511507547166,2.3994070378288304,1.8265672962631663,87.60948515274514,Low,0,0.9626252995081624,-1.204141438433242,1.0589431691000166,-1.698189396709275,-2.048308048513365,1.3199334198128518,-0.1356944211524122,1.3783101875984967,-1.9198799308640517,-1.2538849562609657,0.8786328999973014,-1.6325116659989423
Central Washington University,No,2785,8,898,7242,3603,654,1416,67.0,18.1,0,6413,51,6.026438585057603,2.745595669002206,9.695544171943672,58.57062345037631,10.13002564459983,9.608102036019474,48228.57254567277,7.965493088984884,0.0,1.8279453007281885,72.20825852782765,Low,0,0.5031971903602834,-1.4730544512765091,0.6481684615279927,-0.7548184765600304,0.7760362517747464,0.33592952075740884,0.6005650532112241,1.0179463816947247,-2.939282937555179,-0.7679308655684332,-0.1690038261646869,-1.6325116659989423
Central Wesleyan College,Yes,174,8,33,8300,3080,600,600,62.0,15.2,18,3365,58,4.301292475437227,2.745595669002206,4.176549381059368,61.515129922698975,9.932527964405688,8.183897511239495,18727.219793357373,6.993848718831455,6.329553707860191,1.821294177041319,83.9080459770115,Low,1,-2.266945701516283,-1.4730544512765091,-1.308458762070803,-0.4386758937990879,0.4496014388117547,-1.4016057556008417,-1.2494530951634284,0.33141144399481504,-0.2501326687269887,-3.113453572771081,0.6268501222619537,0.6125530498969481
Centre College,Yes,1013,55,7,11850,4270,600,900,95.0,11.4,60,13118,74,5.437182725635745,6.989678677508789,2.1455831716585805,69.88623452724977,9.932527964405688,8.845130755470747,63726.11435013417,5.602755748742425,12.465196378141519,1.8330549092038728,87.6604146100691,Medium,1,-0.4429968284369269,1.4457068812376728,-2.028489116527091,0.4601038015829847,0.4496014388117547,-0.5948985251698033,1.572409762644023,-0.6514933665420364,2.356633289468622,1.0339755894704985,0.8820972714552058,0.6125530498969481
Chapman University,Yes,959,23,209,16624,5895,600,1100,72.0,12.8,6,12692,47,5.404009804657063,4.810280968585637,7.037097869083126,78.85111508737809,9.932527964405688,9.179807776613403,36487.79557571775,6.133645307514049,3.1721327255834275,1.83286025612434,80.39624608967675,High,1,-0.49626404490017534,-0.053119072030679164,-0.2943199092245855,1.4226353908535947,0.4496014388117547,-0.18659120673062196,-0.1356944211524122,-0.27638263533977875,-1.5915826153084158,0.9653310656928504,0.387967166604964,0.6125530498969481
Chatham College,Yes,212,28,148,13500,5230,400,850,95.0,9.3,37,16095,52,4.4360276192474375,5.260422081682251,6.461855176672539,73.21587268117148,9.032160306951633,8.750709491517258,62055.431121210495,4.755989799499962,9.56813346581784,1.8341861506077939,92.9245283018868,Medium,1,-2.0505955623423007,0.2564541555541443,-0.4982584079537135,0.817596785733177,-1.0385747644227592,-0.7100928488101287,1.467641878959388,-1.2497929358770419,1.1257980885897985,1.43290854052399,1.2401777652074324,0.6125530498969481
Chestnut Hill College,Yes,342,25,232,10335,5015,700,850,71.0,8.3,29,7729,73,4.754313963373374,4.998323204843082,7.215015254762088,66.5488295164533,10.287356219704934,8.750709491517258,26700.255016237883,4.326771904794656,8.344048523822103,1.8294745523695586,74.26900584795322,Medium,1,-1.5395091976309307,0.07620224590010687,-0.23124356768754165,0.10177691395341366,1.0360807080301793,-0.7100928488101287,-0.7494672137091747,-1.5530655010797432,0.605737985971725,-0.2286393685629645,-0.02882573331002042,0.6125530498969481
Christendom College,Yes,81,33,3,8730,3600,400,800,92.0,9.3,17,10922,58,3.7611124672275764,5.654170235972273,1.1604616723444863,62.6412737454714,9.032160306951633,8.650998387185288,52599.33115919693,4.755989799499962,6.118308313178587,1.8319293418754636,88.88888888888889,Low,1,-3.134336470177072,0.5272445442404738,-2.3777403148239418,-0.31776530316597534,-1.0385747644227592,-0.8317407990918487,0.8746535950171559,-1.2497929358770419,-0.3398815888114029,0.6370436045066592,0.9656617045345008,0.6125530498969481
Christian Brothers University,Yes,880,16,364,9300,3260,600,900,81.0,11.1,24,8129,63,5.351682855643525,4.037027549018027,8.00398069566413,64.07924076393353,9.932527964405688,8.845130755470747,37693.39301184987,5.485757336611017,7.488071014907595,1.8298620624144581,59.09090909090909,Medium,1,-0.5802877255931322,-0.5849046607537621,0.04846520513052674,-0.1633752172840885,0.4496014388117547,-0.5948985251698033,-0.060091883356808096,-0.7341609556836695,0.24207061628816592,-0.09198372173213074,-1.0612845096904244,0.6125530498969481
Christopher Newport University,No,883,3,1749,7860,4750,525,1889,75.0,21.2,16,4639,48,5.353760570616239,1.2686312412333542,11.044792322169595,60.32238625507223,9.630803943454774,10.106814952248229,38923.295934475835,8.939195352381942,5.900711370401069,1.8248956351525958,86.74971687429218,Low,0,-0.576951447389847,-2.4887995845903816,1.1265120299043923,-0.5667371044636494,-0.0491042890162079,0.944361294176206,0.01703484187169807,1.7059353653945974,-0.4323290036172367,-1.843397236919828,0.8201489333345997,-1.6325116659989423
Claflin College,Yes,1196,21,13,4412,2460,500,1000,69.0,16.9,31,7083,21,5.536941907242763,4.609647768547939,2.9192895209216525,48.95792914677817,9.521846755027648,9.020229620808045,24776.67217560797,7.571374949033891,8.66494745865426,1.8287786916911584,58.27759197324415,Low,1,-0.28280912822589055,-0.1910995085854955,-1.7541900886425583,-1.786903830420274,-0.2291946039516519,-0.38127720177114266,-0.8700943318940553,0.7394742565334033,0.7420738947418721,-0.47403504891383413,-1.1166087317951408,0.6125530498969481
Claremont McKenna College,Yes,1860,71,1,17000,6010,500,850,99.0,9.6,52,18443,87,5.796424605372455,7.725641992713932,0.0,79.48089348655243,9.521846755027648,8.750709491517258,63726.11435013417,4.881200608787753,11.536863964324251,1.8348726904224504,41.236559139784944,High,1,0.1338536389336368,1.9518471386888567,-2.789154165730728,1.4902527561246501,-0.2291946039516519,-0.7100928488101287,1.572409762644023,-1.161322711796831,1.9622254883185175,1.6750172127554945,-2.2757898985198923,0.6125530498969481
Clark University,Yes,2887,30,296,17500,4200,500,950,94.0,10.5,35,11951,79,6.04660853192715,5.42374736044689,7.6373898240764495,80.30434626547418,9.521846755027648,8.934814419422105,57206.70743459923,5.248001858950844,9.276119865145814,1.8324964735225575,71.3197090405265,High,1,0.5355849600909874,0.3687770077049723,-0.08150079528244612,1.5786643424998181,-0.2291946039516519,-0.4854840926797661,1.1635803366973685,-0.9021518863751777,1.0017342937327451,0.837042915729513,-0.22944557529154097,0.6125530498969481
Clarke College,Yes,460,14,350,10740,3676,350,900,67.0,11.0,27,7963,74,4.946107463113445,3.7701053698334652,7.933876065135555,67.47088460086925,8.745786153121648,8.845130755470747,26700.255016237883,5.446485308095454,8.01153343199436,1.8297048927224593,73.91304347826086,Medium,1,-1.2315379498332577,-0.7684736752694478,0.023611289917723172,0.20077512590340488,-1.5119094043589478,-0.5948985251698033,-0.7494672137091747,-0.7619093999483375,0.464466880638092,-0.14740970669691755,-0.05303934049232297,0.6125530498969481
Clarkson University,Yes,2174,35,53,15960,5580,700,1300,95.0,15.8,32,11659,77,5.886111654705952,5.799255636304826,4.861780044376614,77.71569937118086,10.287356219704934,9.462240306916735,57206.70743459923,7.200420196580129,8.821390068071972,1.8323434080515992,89.83440662373505,High,1,0.2778680738960416,0.6270233788095004,-1.065526666446129,1.300729305606375,1.0360807080301793,0.15797762173098692,1.1635803366973685,0.47736869024981116,0.808539510579746,0.7830642867453498,1.029978601388659,0.6125530498969481
Clemson University,No,8065,37,770,8116,3610,800,1618,82.0,18.0,17,7597,73,6.600937955527503,5.938297343999169,9.39671157911272,61.0215250683401,10.600467571293109,9.837531756491007,46823.40870445627,7.933046353551151,6.118308313178587,1.829339813061165,65.1828890266584,Low,0,1.4256960666119647,0.7226458157909562,0.5422245335870918,-0.4916727253520716,1.5536080298286021,0.6158347070057715,0.5124477851823425,0.995020485992735,-0.3398815888114029,-0.2761552654652537,-0.6468901194795007,-1.6325116659989423
Clinch Valley Coll. of  the Univ. of Virginia,No,689,15,422,7168,3689,600,1900,67.0,18.1,9,4417,46,5.2009486097265825,3.9068791807486942,8.2707122689241,58.35436607236275,9.932527964405688,10.11697185129063,22941.155750332633,7.965493088984884,4.135322577728063,1.8243853204638814,81.42235123367199,Low,0,-0.8223283258418136,-0.6744109272506593,0.14302848656282782,-0.7780373645702803,0.4496014388117547,0.956752752058499,-0.9851988400469104,1.0179463816947247,-1.18236541463741,-2.02336001412118,0.45776585601675013,-1.6325116659989423
Coe College,Yes,1006,29,205,13925,4390,500,2200,73.0,12.7,32,10141,67,5.432990975033504,5.343132544941852,7.004367464587355,74.02971368504421,9.521846755027648,10.37487734716192,44089.64233777555,6.096499940947927,8.821390068071972,1.8314407394416077,73.75745526838966,Medium,1,-0.44972770651766714,0.3133361961439693,-0.3059236890617404,0.9049763854520162,-0.2291946039516519,1.2713984993834921,0.3410143789166372,-0.3026284436876273,0.808539510579746,0.46473766683990514,-0.0636229080735668,0.6125530498969481
Coker College,Yes,604,15,222,9888,4502,400,1000,64.0,12.1,39,8741,75,5.118718262914657,3.9068791807486942,7.139707011879318,65.50316449462076,9.032160306951633,9.020229620808045,33014.976620545895,5.8711895619635985,9.85206621604371,1.8304012373908636,74.83443708609272,Medium,1,-0.9543692060010757,-0.6744109272506593,-0.25794229884583064,-0.010492915918669883,-1.0385747644227592,-0.38127720177114266,-0.35347352257287784,-0.4618260387652622,1.2464286838639715,0.0981566530155247,0.009636562299330428,0.6125530498969481
Colby College,Yes,2848,58,35,18930,5590,500,1000,83.0,10.2,41,15954,91,6.03898812259156,7.138816053157991,4.259915552862609,82.57724124913616,9.521846755027648,9.020229620808045,55644.33133643742,5.1271455060426065,10.12852980378421,1.8341400212656245,46.31320224719101,High,1,0.5233485340651239,1.5482723599064572,-1.2789032854925582,1.822698070132443,-0.2291946039516519,-0.38127720177114266,1.0656043502924986,-0.9875453814266576,1.3638859589907049,1.416641000688538,-1.9304617052231972,0.6125530498969481
Colgate University,Yes,4856,46,25,19510,5565,500,750,95.0,10.5,45,15494,93,6.332371453829209,6.502523683542768,3.7896697384929467,83.46694415728528,9.521846755027648,8.545341066409259,62055.431121210495,5.248001858950844,10.66114318995264,1.8339850498597925,51.31795716639209,High,1,0.9944470370214228,1.1106782881401172,-1.4456176595845187,1.91822272865028,-0.2291946039516519,-0.9606431574678065,1.467641878959388,-0.9021518863751777,1.590170069482996,1.3619902426424022,-1.590023557893291,0.6125530498969481
College Misericordia,Yes,1432,29,493,10860,5760,550,900,56.0,12.9,23,8604,96,5.643771126211779,5.343132544941852,8.555485773944335,67.73968887477044,9.735330960613702,8.845130755470747,18727.219793357373,6.170677943246448,7.306201546172464,1.8302856944859258,62.01117318435754,Medium,1,-0.11126875844418854,0.3133361961439693,0.24398810214401248,0.22963581213625453,0.12366360001576755,-0.5948985251698033,-1.2494530951634284,-0.2502164792374274,0.16480224108923644,0.05741037916067402,-0.8626395582916181,0.6125530498969481
College of Charleston,No,4772,22,1200,6120,3460,666,2316,73.0,17.2,18,4776,51,6.322956407121948,4.711661371580558,10.271406471441908,55.12053646542703,10.171975694987443,10.465937797320514,34148.77423378909,7.6708983052371655,6.329553707860191,1.825192155337075,65.80050293378038,Low,0,0.9793288829315389,-0.12094221917214974,0.8523266270880502,-1.1252436803842232,0.8453735565907201,1.3824926166108347,-0.28237352323745246,0.8097944922590647,-0.2501326687269887,-1.7388292182536413,-0.6048782052698525,-1.6325116659989423
College of Mount St. Joseph,Yes,798,14,1232,9800,4430,400,1150,46.0,11.1,35,6889,100,5.291747262032309,3.7701053698334652,10.324503755766283,65.29366629931513,9.032160306951633,9.254619779877157,8575.17799804497,5.485757336611017,9.276119865145814,1.8285502831508014,77.69423558897243,Medium,1,-0.6765289411554763,-0.7684736752694478,0.8711509956451351,-0.03298609131842826,-1.0385747644227592,-0.09532026038541107,-1.886083615874445,-0.7341609556836695,1.0017342937327451,-0.554583455942255,0.20416846641355288,0.6125530498969481
College of Mount St. Vincent,Yes,946,23,432,11790,5770,500,1000,75.0,11.9,35,10015,83,5.395724196887649,4.810280968585637,8.31332232112181,69.7595697003425,9.521846755027648,9.020229620808045,33014.976620545895,5.7951254207427985,9.276119865145814,1.8313564488475338,68.49894291754757,Medium,1,-0.5095686092726219,-0.053119072030679164,0.1581348585178636,0.4465041895937315,-0.2291946039516519,-0.38127720177114266,-0.35347352257287784,-0.5155706927336406,1.0017342937327451,0.4350125389199105,-0.42132238214049755,0.6125530498969481
College of Notre Dame,Yes,344,11,331,12600,5520,630,2250,77.0,10.4,7,9773,43,4.758126840739828,3.3105556040601205,7.834577833484964,71.43514975347355,10.044073557026874,10.414659937032676,36487.79557571775,5.207867505648501,3.5140781476818708,1.8311898784320748,76.74418604651163,Medium,1,-1.533386692948354,-1.0845174670653988,-0.01159251633041347,0.6264060545068413,0.6339700077405097,1.3199334198128518,-0.1356944211524122,-0.9305096236198235,-1.4463049754933548,0.37627138325947584,0.13954330267854007,0.6125530498969481
College of Notre Dame of Maryland,Yes,457,35,1983,11180,5620,600,700,64.0,11.5,32,7477,75,4.941918299090424,5.799255636304826,11.309035778527386,68.4470898276569,9.932527964405688,8.432948842240108,20349.537205283363,5.641488213824212,8.821390068071972,1.8292141510644533,77.89934354485777,Medium,1,-1.2382646745301187,0.6270233788095004,1.2201932091694032,0.3055872717085839,0.4496014388117547,-1.09776212520345,-1.1477182127095475,-0.6241261617099947,0.808539510579746,-0.32047004302710796,0.21812051274380062,0.6125530498969481
College of Saint Benedict,Yes,938,29,103,12247,4221,500,600,70.0,13.1,26,8847,72,5.390564421493404,5.343132544941852,5.878429632173437,70.71389710784388,9.521846755027648,8.183897511239495,46823.40870445627,6.2444098482081,7.840523349237043,1.830488736185619,92.11087420042644,Medium,1,-0.5178538872860836,0.3133361961439693,-0.7050979406155996,0.5489673813859551,-0.2291946039516519,-1.4016057556008417,0.5124477851823425,-0.1981197138629203,0.3918121831278882,0.1290131548058799,1.1848306204739674,0.6125530498969481
College of Saint Catherine,Yes,511,23,562,12224,4440,450,1000,63.0,11.5,32,7315,77,5.013151626937583,4.810280968585637,8.798791083131542,70.66643192249856,9.28888019207096,9.020229620808045,45443.82519345305,5.641488213824212,8.821390068071972,1.829039487010592,80.43052837573386,Medium,1,-1.1238821908088157,-0.053119072030679164,0.33024616355550596,0.5438711907586482,-0.6142542984789047,-0.38127720177114266,0.4259346495311623,-0.6241261617099947,0.808539510579746,-0.3820654250634753,0.3902991485181519,0.6125530498969481
College of Saint Elizabeth,Yes,444,34,968,10900,5250,380,1000,68.0,11.4,23,9447,78,4.923417858955789,5.727506810854239,9.843066147536215,67.82885648775863,8.921572791922411,9.020229620808045,25727.357029277508,5.602755748742425,7.306201546172464,1.8309551596992717,80.85585585585585,Medium,1,-1.2679716439570876,0.5776799288914052,0.7004688394881605,0.2392094638614887,-1.2213597710573685,-0.38127720177114266,-0.8104772611976783,-0.6514933665420364,0.16480224108923644,0.29349768312781277,0.4192311744972268,0.6125530498969481
College of Saint Rose,Yes,983,23,894,9990,5666,800,1500,66.0,14.3,28,6084,64,5.418994475009835,4.810280968585637,9.686804768687296,65.74446492812665,10.600467571293109,9.706971680718645,26700.255016237883,6.677938744973604,8.179318836422599,1.8274850656423376,67.54832146490337,Medium,1,-0.4722025014556156,-0.053119072030679164,0.6450701157281964,0.015414767758354089,1.5536080298286021,0.4565508868862346,-0.7494672137091747,0.10819887684225446,0.5357515534995189,-0.9302330411610731,-0.485986448888029,0.6125530498969481
College of Santa Fe,Yes,546,16,683,11138,4138,600,1200,40.0,14.0,7,8820,80,5.055132670958436,4.037027549018027,9.166853973644953,68.3550083230115,9.932527964405688,9.326478591460091,29754.174387837,6.570928155621265,3.5140781476818708,1.8304666027736303,81.86813186813187,Medium,1,-1.0564713842461688,-0.5849046607537621,0.4607340329705107,0.29570076441891063,0.4496014388117547,-0.007652219826546156,-0.5579571392876599,0.03258838544133381,-1.4463049754933548,0.1212077939598643,0.48808916570147237,0.6125530498969481
College of St. Joseph,Yes,141,12,173,8300,4850,450,1300,53.0,9.5,19,6936,76,4.155706328472555,3.473099970406587,6.7195767640102755,61.515129922698975,9.28888019207096,9.462240306916735,12423.003119505085,4.839635087763596,6.5349533390638825,1.8286065226841186,83.68794326241135,Low,1,-2.500719773127312,-0.9727316677869278,-0.40688940091514875,-0.4386758937990879,-0.6142542984789047,0.15797762173098692,-1.644788026270866,-1.1906916694765612,-0.16286735762255852,-0.5347505512109125,0.6118780883481096,0.6125530498969481
College of St. Scholastica,Yes,672,29,275,11844,3696,450,1146,54.0,11.6,33,8996,72,5.185406463214636,5.343132544941852,7.5087340955819535,69.87358703114253,9.28888019207096,9.24874678210995,31904.737047146835,5.680089865568533,8.975326246182142,1.8306090318803832,88.69047619047619,Medium,1,-0.8472850332444387,0.3133361961439693,-0.1271125978628815,0.45874587891499813,-0.6142542984789047,-0.10248534139796428,-0.4230962065588109,-0.5968513856813783,0.8739402534841448,0.17143550280776754,0.952165089306611,0.6125530498969481
College of the Holy Cross,Yes,2994,70,22,18000,6300,400,900,92.0,11.3,55,12138,95,6.066961657427035,7.683484879370771,3.6150713847208746,81.11248430471053,9.032160306951633,8.845130755470747,58795.90038007271,5.563890873647727,11.893206427725763,1.8325915025079433,56.47962591850367,High,1,0.5682668677952474,1.9228546444162873,-1.5075173179698154,1.6654316324864533,-1.0385747644227592,-0.5948985251698033,1.2632379969775114,-0.6789541283407586,2.1136198006949316,0.8705549437053133,-1.238911670204684,0.6125530498969481
College of William and Mary,No,7117,68,134,11720,4298,600,800,89.0,12.1,31,9534,93,6.535657630178863,7.597807681087426,6.299828061511804,69.61125769719902,9.932527964405688,8.650998387185288,52599.33115919693,5.8711895619635985,8.66494745865426,1.8310190088731775,43.64198398201489,Medium,0,1.320872580511,1.8639323064397797,-0.5557012352251401,0.4305803870247933,0.4496014388117547,-0.8317407990918487,0.8746535950171559,-0.4618260387652622,0.7420738947418721,0.3160141321194013,-2.1121658270017574,-1.6325116659989423
College of Wooster,Yes,2100,29,1,16240,4690,500,500,84.0,11.1,43,14140,69,5.866288291979436,5.343132544941852,0.0,78.19820279288255,9.521846755027648,7.892981014082466,58795.90038007271,5.485757336611017,10.398062989232335,1.8334845065551322,89.66666666666666,High,1,0.24603682954884065,0.3133361961439693,-2.789154165730728,1.3525342105578795,-0.2291946039516519,-1.7565250579131293,1.2632379969775114,-0.7341609556836695,1.4783988095896108,1.1854733498146888,1.0185684362278289,0.6125530498969481
Colorado College,Yes,3207,56,7,17142,4190,450,1200,85.0,11.3,51,14664,84,6.105251069657039,7.040049268945194,2.1455831716585805,79.71635390640373,9.28888019207096,9.326478591460091,60412.08392299406,5.563890873647727,11.415703917127777,1.8336866612370135,49.17368256937949,High,1,0.6297498590222451,1.4803479884652577,-2.028489116527091,1.5155334155388727,-0.6142542984789047,-0.007652219826546156,1.3645882269351624,-0.6789541283407586,1.9107498885325442,1.2567633181032165,-1.7358834217545331,0.6125530498969481
Colorado State University,No,9478,29,1829,8412,4180,470,1800,87.0,19.2,10,7850,59,6.684342914778806,5.343132544941852,11.138536626824799,61.81207397941447,9.384648829783565,10.02256149629937,48228.57254567277,8.317922637763049,4.421054272265976,1.8295949823313669,66.5963283393121,Low,0,1.5596230735644896,0.3133361961439693,1.1597468245537128,-0.4067939258333332,-0.4559627311617417,0.8415717373961816,0.6005650532112241,1.2669625914791942,-1.060970526681064,-0.18616967120843989,-0.5507438208631656,-1.6325116659989423
Columbia College MO,Yes,314,10,5346,8294,3700,400,900,87.0,15.3,2,5015,37,4.698272897845559,3.13661398758166,13.515373301487195,61.49914811178553,9.032160306951633,8.845130755470747,45443.82519345305,7.0284946523737215,1.4356050330977457,1.8256792466047123,50.318471337579616,Low,1,-1.6294967983676742,-1.204141438433242,2.002397256363111,-0.44039181156896395,-1.0385747644227592,-0.5948985251698033,0.4259346495311623,0.35589122750062535,-2.329357208369601,-1.5670561942488435,-1.6580115232056327,0.6125530498969481
Columbia College,Yes,737,21,237,10425,3975,500,1500,61.0,14.7,34,8693,76,5.242705187939603,4.609647768547939,7.251578471809118,66.75575468759851,9.521846755027648,9.706971680718645,33014.976620545895,6.819270625421226,9.126868146634914,1.8303610749445167,83.31071913161465,Medium,1,-0.7552779538873234,-0.1910995085854955,-0.21828095609480486,0.12399383168105445,-0.2291946039516519,0.4565508868862346,-0.35347352257287784,0.20805976907672294,0.9383237726310382,0.08399334252569952,0.5862181936499964,0.6125530498969481
Columbia University,Yes,6756,78,55,18624,6664,550,300,97.0,5.9,21,30639,99,6.508306857727372,8.009002327360417,4.916716852121458,82.10061411969333,9.735330960613702,7.098520195952676,62055.431121210495,3.2043390674613335,6.929932557777247,1.8370281121420613,28.567199526346954,High,1,1.276954243698065,2.1467210811345456,-1.0460501389834256,1.7715240845656424,0.12366360001576755,-2.7257704669587155,1.467641878959388,-2.3461430732055244,0.004942020606680277,2.435127958692417,-3.137596996827051,0.6125530498969481
Concordia College at St. Paul,Yes,281,13,181,10500,3750,450,950,69.0,12.8,18,6955,45,4.624899976334469,3.625856985682614,6.794966315530819,66.92729766584722,9.28888019207096,8.934814419422105,30817.86634468314,6.133645307514049,6.329553707860191,1.8286290912805352,94.66192170818505,Medium,1,-1.7473149216250075,-0.8676768730139961,-0.3801618437296193,0.1424118724317926,-0.6142542984789047,-0.4854840926797661,-0.4912534379026085,-0.27638263533977875,-0.2501326687269887,-0.5267917223186922,1.3583603739410066,0.6125530498969481
Concordia Lutheran College,Yes,232,16,172,6900,3800,450,1825,67.0,12.1,9,6875,42,4.496878667254673,4.037027549018027,6.709933193036008,57.55865838297026,9.28888019207096,10.046611002154854,31904.737047146835,5.8711895619635985,4.135322577728063,1.8285334164187952,93.10344827586206,Low,1,-1.9528843614414244,-0.5849046607537621,-0.410308297691809,-0.8634700462138201,-0.6142542984789047,0.8709122317393979,-0.4230962065588109,-0.4618260387652622,-1.18236541463741,-0.5605315189733038,1.252348427995887,0.6125530498969481
Concordia University CA,Yes,688,30,101,10800,4440,570,1515,55.0,13.1,13,8415,55,5.200045809031356,5.42374736044689,5.847461184501282,67.60553200350995,9.816012876520363,9.724085448459324,17187.345783259294,6.2444098482081,5.2034945525684675,1.8301215557112192,72.23837209302324,Medium,1,-0.8237779925771218,0.3687770077049723,-0.7160770609235252,0.2152318024408838,0.25701902020397893,0.47742975269760685,-1.3460179845367914,-0.1981197138629203,-0.7285459060471434,-0.0004732569483559443,-0.16695541290365912,0.6125530498969481
Concordia University,Yes,528,22,145,9216,4191,400,1000,56.0,12.1,13,7309,75,5.033915237981139,4.711661371580558,6.428334592723386,63.871037512812464,9.032160306951633,9.020229620808045,20349.537205283363,5.8711895619635985,5.2034945525684675,1.8290329035091026,76.32575757575758,Medium,1,-1.0905411484349306,-0.12094221917214974,-0.5101423269626915,-0.18572935851873712,-1.0385747644227592,-0.38127720177114266,-1.1477182127095475,-0.4618260387652622,-0.7285459060471434,-0.3843871007626564,0.11108056760492445,0.6125530498969481
Connecticut College,Yes,3035,42,232,18740,6300,600,500,75.0,10.7,40,14773,91,6.074554524435973,6.262942194174836,7.215015254762088,82.28189750330343,9.932527964405688,7.892981014082466,57206.70743459923,5.327827205479586,9.991196421752138,1.8337273175537692,50.93904448105436,High,1,0.580459067897303,0.9459121453121655,-0.23124356768754165,1.7909879226128143,0.4496014388117547,-1.7565250579131293,1.1635803366973685,-0.845749676894635,1.3055390172857926,1.2711007922851891,-1.6157983130368994,0.6125530498969481
Converse College,Yes,440,35,80,12050,3700,500,900,63.0,10.2,31,10965,75,4.917608302529796,5.799255636304826,5.48388634059449,70.3054323392369,9.521846755027648,8.845130755470747,31904.737047146835,5.1271455060426065,8.66494745865426,1.8319546744221058,92.5,Medium,1,-1.2773003039173507,0.6270233788095004,-0.844973801065171,0.505111778374698,-0.2291946039516519,-0.5948985251698033,-0.4230962065588109,-0.9875453814266576,0.7420738947418721,0.6459771420828389,1.211300101682098,0.6125530498969481
Cornell College,Yes,1538,33,10,15248,4323,550,800,71.0,12.2,31,10340,64,5.685745980883667,5.654170235972273,2.585586316575632,76.46317756858613,9.735330960613702,8.650998387185288,31904.737047146835,5.909038089917999,8.66494745865426,1.8315706256218196,86.4109232769831,High,1,-0.043867890391065506,0.5272445442404738,-1.8724965554839514,1.1662499008712452,0.12366360001576755,-0.8317407990918487,-0.4230962065588109,-0.43508339754859504,0.7420738947418721,0.5105421052147793,0.7971031965388511,0.6125530498969481
Creighton University,Yes,2967,30,644,10628,4372,650,2055,85.0,6.5,32,22906,85,6.061900309639246,5.42374736044689,9.055124423617247,67.21821460034812,10.115893212874479,10.254583574103954,49659.49561114865,3.4994361520575255,8.821390068071972,1.8358659044540047,95.58476575665655,Medium,1,0.5601396393132828,0.3687770077049723,0.4211230009713984,0.17364672686546687,0.7526774067369608,1.1246396100682514,0.6902976719925955,-2.1376362729688485,0.808539510579746,2.0252747291992,1.4211349399703497,0.6125530498969481
